"","...1","x1","ungulate_latin_name","avg_species_weight_kg","avg_species_shoulder_height_cm","ruminant_non_ruminant","researcher","ungulate_family","ungulate_common_name","binned_season","year_started","year_ended","plant_reported_family","plant_reported_name","percent_contribution_to_diet","data_type","binned_units","binned_method","total_sample_size","binned_total_sample_size_units","latitude_1","longitude_1","latitude_2","longitude_2","reported_study_site_location","country","biome","citation_abrv","latitude_1_decimal","longitude_1_decimal","latitude_2_decimal","longitude_2_decimal","latitude_average","longitude_average","point_type"
"64",6479,6479,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1990","1993","N/A","Bryophytes","N/A","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"65",6480,6480,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1990","1993","N/A","Lichens","N/A","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"66",6481,6481,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1990","1993","N/A","Fungi","N/A","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"67",6482,6482,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1990","1993","N/A","Others","N/A","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"68",6483,6483,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1990","1993","N/A","Grasses","44.2","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"69",6484,6484,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1990","1993","N/A","Sedges and rushes","8.3","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"70",6485,6485,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1990","1993","N/A","Heaths","6.9","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"71",6486,6486,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1990","1993","N/A","Forbs","6.2","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"72",6487,6487,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1990","1993","N/A","Deciduous Browse","0.3","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"73",6488,6488,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1990","1993","N/A","Conifers","28.4","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"74",6489,6489,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1990","1993","N/A","Ferns","2.3","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"75",6490,6490,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1990","1993","N/A","Bryophytes","2.7","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"76",6491,6491,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1990","1993","N/A","Lichens","<0.1","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"77",6492,6492,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1990","1993","N/A","Fungi","0","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"78",6493,6493,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1990","1993","N/A","Others","0.5","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"79",6494,6494,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1990","1993","N/A","Grasses","11.4","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"80",6495,6495,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1990","1993","N/A","Sedges and rushes","27.2","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"81",6496,6496,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1990","1993","N/A","Heaths","36.2","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"82",6497,6497,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1990","1993","N/A","Forbs","3.4","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"83",6498,6498,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1990","1993","N/A","Deciduous Browse","0.1","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"84",6499,6499,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1990","1993","N/A","Conifers","11","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"85",6500,6500,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1990","1993","N/A","Ferns","8.4","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"86",6501,6501,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1990","1993","N/A","Bryophytes","3.4","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"87",6502,6502,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1990","1993","N/A","Lichens","<0.1","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"88",6503,6503,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1990","1993","N/A","Fungi","0","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"89",6504,6504,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1990","1993","N/A","Others","0","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"90",6505,6505,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1990","1993","N/A","Grasses","32.2","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"91",6506,6506,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1990","1993","N/A","Sedges and rushes","9.8","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"92",6507,6507,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1990","1993","N/A","Heaths","17.3","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"93",6508,6508,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1990","1993","N/A","Forbs","17.8","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"94",6509,6509,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1990","1993","N/A","Deciduous Browse","9.2","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"95",6510,6510,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1990","1993","N/A","Conifers","4.6","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"96",6511,6511,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1990","1993","N/A","Ferns","3.3","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"97",6512,6512,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1990","1993","N/A","Bryophytes","2.2","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"98",6513,6513,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1990","1993","N/A","Lichens","1.6","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"99",6514,6514,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1990","1993","N/A","Fungi","0","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"100",6515,6515,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","summer","1990","1993","N/A","Others","2.1","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"101",6516,6516,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1990","1993","N/A","Grasses","9.3","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"102",6517,6517,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1990","1993","N/A","Sedges and rushes","21.3","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"103",6518,6518,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1990","1993","N/A","Heaths","64.5","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"104",6519,6519,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1990","1993","N/A","Forbs","1.2","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"105",6520,6520,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1990","1993","N/A","Deciduous Browse","0.5","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
"106",6521,6521,"Cervus elaphus","202.5","118","Ruminant","john_m","Cervidae","Red Deer","winter","1990","1993","N/A","Conifers","0.1","proportion",NA,"rumen microhistology","45",NA,"multiple","multiple","multiple","multiple","Carron Valley, Stirlingshire (low red; high roe); Eredine, Argyll(high  red;  low  roe);  Inverliever,  Argyll  (low  red;  mod-erate  roe);  Leanachan,  Inverness-shire","Scotland","temperate forest","Latham et al. 1998",NA,NA,NA,NA,NA,NA,NA
